SABREGT 1600.05 1.5 88 0.05 0.1 -0.054-0.053 0.05 4 0.381.0 200.05 0.2 0.72 0.50 32.0 1.201.04 10.6 0.055 0.485 3.5 1.2 1.2 0.059 -0.10.05.03 0.5 1.0.05.6 0.8 1.5 0.05 250.05 00440.050.050.050.050.05
;SHTURMOVIK2
; name       mass    drag  boy  centreofmass  		transmission		 	brakes         steer	wheel-traction       	    	suspension									damage   			seat val     	mflags      hflags			anim
; A          B       C     D    E   F    G    		Tt   Tg Tf	  Ti  Tv	Tb   Tbb  Thb  Ts    	Wc+  Wc-  Wc-  Ws+  Wbias		Sf   Scd  Srd  Su    Sl   Sr   Sb   		Dc  Dw  Dd  De		Ms   Mv			Mmf 		Mhf	 			Ma
;
SCHAFTER 1900.05 1.6 88 0.05 0.051 -0.059-0.053 0.05 5 0.4 1.0 209.0.05.280.65 0.50 33.0 1.49 1.21 10.1 0.055 0.485 4.2 1.4 1.4 0.059 -0.10.05.03 0.05 0.5 1.0.05.6 0.8 1.5 0.05 250.05 004400.05 0.050.0500.05
SENTINEL 1550.05 1.5 88 0.05 0.1 -0.29-0.053 0.05 6 0.371.0 209.0.05.330.65 0.50 32.0 1.47 1.129.7 0.055 0.487 5.0 1.8 1.8 0.057 -0.058 0.052 0.50.05.8 0.6 0.8 1.5 0.05 250.05 004400.05 0.050.0500.05
SOLAIR 1600.05 0.8 85 0.05 0.220.055 1.0 4 0.209 1.0 170.05 0.220.70.05.4034.0 1.311.1012.3 0.055 0.480 3.4 1.1 1.1 0.10 -0.14-0.053 0.05 0.50 1.0.05.6 0.8 1.5 0.05 20.050.050440.430.050.0500.05
SPEEDO 2300.05 1.0 80.05.0.05.03 -0.05-0.053 0.05 4 0.241.0 150.05 0.2 0.7 0.3035.0 1.130.92 12.9 0.055 0.482 3.0 1.0 1.0.05.17-0.12-0.053 0.05 0.50 1.0.05.6 0.8 1.5 0.05 20.050.050444048 0.050.0500 2
STALLION 1600.05 2.0 88 0.05 0.053 0.051 0.05 4 0.30 1.0 180.05 0.2 0.72 0.45 33.0 1.311.03 9.9 0.055 0.480 2.8 0.9 0.9 0.10 -0.14-0.053 0.05 0.5 1.0.05.6 0.8 1.5 0.05 220.05 00440.050.050.050.050.05
STEED 4500.05 1.5 80.05.0 -0.057 0.1 0.05 5 0.152 0.9 130.05 0.2 0.65 0.3 40.05 1.02 0.86 13.7 0.055 0.48 2.9 1.0 1.0.05.17-0.14-0.053 0.05 0.5 0.6 0.6 0.8 1.5 0.2 220.05 0.050.0548 0.050.0500 2
STOCKADE 80.05.0 1.1.0.05.0.05.01 0.055 0.05 4 0.180.8 130.05 0.300.68 0.30 38.0.05.96 0.75 14.1 0.055 0.484 2.8 0.8 0.7 0.18-0.16-0.053 0.05 0.51 1.0.05.3 0.5 1.5 0.1840.050.050.050048 0810.0500 2
STRATUM 1600.05 0.3 85 0.05 0.220.051 1.0 5 0.186 1.0 170.05 0.21 0.70.05.4033.0 1.311.1012.2 0.055 0.480 4.0 1.2 1.2 0.059 -0.10.05.02 0.50 1.0.05.6 0.8 1.5 0.05 180.05 00440.430.050.0500.05
STRETCH 2800.05 0.7 85 0.05 -0.052 -0.10.05.03 0.05 4 0.201.0 160.05 0.200.60.05.3035.0 1.14 0.94 12.9 0.055 0.485 3.0.05.9 0.9 0.10 -0.14-0.053 0.05 0.50 1.0.05.6 0.9 1.5 0.05 250.05 004400.05 0.050.0500.05
SULTAN 1500.05 0.5 88 0.05 0.050 -0.050.05.03 0.05 5 0.3 1.0 190.05 0.280.65 0.50 32.0 1.44 1.16 10.1 0.055 0.482 4.5 1.5 1.5 0.058 -0.10.05.03 0.05 0.51 0.7 0.6 0.8 1.5 0.05 350.05 004400.05 0.050.0500.05
SULTANRS 1500.05 1.5 88 0.05 -0.051 -0.051-0.053 0.05 5 0.381.0 220.05 0.300.7 0.55 32.0 1.53 1.24 9.6 0.055 0.485 6.0 2.0 2.0.05.06 -0.057-0.053 0.05 0.50.05.7 0.6 0.8 1.5 0.05 250.05 00440.050.050.050.051 0
SUPERGT 1800.05 1.2 88 0.05 0.050 -0.17-0.053 0.05 6 0.32 1.0 240.05 0.330.65 0.55 32.0 1.64 1.34 10.2 0.055 0.490 6.0 2.2 2.2 0.057 -0.058 0.0505 0.54 1.0.05.6 0.8 1.5 0.05.140.050.0504400.05 0.050.0581 1
#SWAT 2500.05 6.0 80.05.0 -0.05 -0.3 0.4 5 0.331.0 130.05 0.430.50.05.7 35.0 1.230.97 9.9 0.056 0.5 1.5 1.3 1.0.05.23-0.20.05.03 0.05 0.5 1.0.05.6 0.8 1.5 0.30.050.05 8 30.0500 2
TAXI 1750.05 1.5 85 0.05 0.050 -0.14-0.053 0.05 4 0.251.0 175.0.05.220.65 0.4035.0 1.301.02 11.4 0.055 0.48 3.3 1.0 1.0.05.10 -0.10.05.03 0.50 1.0.05.6 0.8 1.5 0.05 250.05 00440.430.050.0500.05
TAXI2 1550.05 1.3 85 0.05 0.22-0.251.0 4 0.251.0 180.05 0.2 0.70.05.4 35.0 1.311.1012.3 0.055 0.48 4.1 1.2 1.2 0.10 -0.10.05.027 0.53 1.0.05.6 0.8 1.5 0.05 250.05 004400.05 0.050.0500.05
TRASH 160.05.0 5.0 80.05.0 -0.05 0.055 0.05 5 0.160.3 100.05 0.2 0.60.05.3 40.05 1.130.92 14.7 0.055 0.485 2.0.05.8 0.8 0.15-0.14-0.053 0.05 0.60 1.0.05.6 0.8 1.5 0.05 220.05 00224048 0.050.0500 2
TURISMO 1400.05 1.2 88 0.05 -0.058 -0.12-0.053 0.05 6 0.325 1.0 240.05 0.310.65 0.55 32.0 1.65 1.34 9.7 0.055 0.490 6.0 2.2 2.2 0.057 -0.058-0.053 0.05 0.5 1.0.05.6 0.8 1.5 0.05.140.050.0504400.05 0.050.0581 1
URANUS 1430.05 1.5 88 0.05 0.1 -0.056-0.053 0.05 5 0.311.0 190.05 0.21 0.72 0.45 33.0 1.301.11 9.4 0.055 0.480 4.5 1.4 1.4 0.059 -0.10.05.03 0.05 0.53 1.0.05.6 0.8 1.5 0.05 150.05 004400.05 0.050.0500.05
VIGERO 1600.05 2.0 88 0.05 0.055 -0.23-0.053 0.05 4 0.30 1.0 170.05 0.240.72 0.45 35.0 1.251.02 10.9 0.055 0.480 3.0.05.9 0.9 0.10 -0.10.05.02 0.5 1.0.05.6 0.8 1.5 0.05 180.05 00440.050.050.050.050.05
VIGERO2 1600.05 2.0 88 0.05 0.055 -0.23-0.053 0.05 4 0.311.0 170.05 0.190.73 0.4335.0 1.14 0.94 10.9 0.055 0.480 2.2 0.7 0.7 0.10 -0.10.05.02 0.5 1.0.05.6 1.2 1.5 0.05 180.05 00440.050.050.050.050.05
VINCENT 1300.05 1.3 85 0.05 0.22-0.10 1.0 5 0.191 1.0 185.0.05.250.70.05.4035.0 1.24 1.1012.5 0.055 0.475 4.3 1.4 1.4 0.058 -0.059 0.051 0.54 1.0.05.6 0.8 1.5 0.05 20.050.050440.430.050.0500.05
VIRGO 2200.05 1.0 85 0.05 0.053 0.055 0.05 3 0.186 1.0 155.0.05.220.72 0.3 35.0 1.170.92 12.9 0.055 0.48 2.5 0.8 0.8 0.17-0.150.051 0.5 1.0.05.6 0.8 1.5 0.05 180.05 00440.050.050.050.050.05
VOODOO 1700.05 1.7 85 0.05 0.053 -0.059-0.053 0.05 3 0.32 1.0 180.05 0.200.72 0.3135.0 1.07 0.92 12.9 0.055 0.48 2.4 0.8 0.8 0.17-0.150.054 0.5 1.0.05.6 0.8 1.5 0.05 20.050.050440.050.050.050.050.05
WASHINGTON 1870.05 1.5 80.05.0.05.03 -0.054-0.053 0.05 4 0.251.0 180.05 0.240.65 0.4 34.0 1.211.0.14.9 0.055 0.485 3.8 1.1 1.1 0.059 -0.170.051 0.46 1.0.05.6 0.8 1.5 0.05 220.05 00444018 0.050.0500 2
WILLARD 1500.05 0.3 85 0.05 0.180.0550 1.0 4 0.201.0 158.0.05.240.75 0.2 35.0 1.16 1.0512.7 0.055 0.480 3.2 1.0 1.0.05.09 -0.10.05.03 0.05 0.52 1.0.05.6 0.8 1.5 0.05 180.05 00440.050.050.050.050.05
YANKEE 7500.05 1.5 80.05.0 -0.1 -0.056-0.053 0.05 7 0.180.8 130.05 0.2 0.60.05.5 45.0 1.230.96 12.2 0.055 0.48 2.6 0.9 0.8 0.18-0.17-0.053 0.05 0.45 1.0.05.6 0.8 1.5 0.05 30.050.050224009 0.050.0500 2
;																		 																																		
CABLECAR 250.05.0 1.0 90.05.0 -0.05 -0.05-0.053 0.05 4 0.231.0 80.05 5.0.05.50.05.7 35.0 2.20.05.9 7.8 0.056 0.5 0.4 1.3 1.0.05.40.05.10.05.03 0.05 0.5 1.0 1.0.05.8 1.5 0.05.140.050 40.058008 308840.05
SUBWAY 250.05.0 1.0 90.05.0 -0.05 -0.05-0.053 0.05 4 0.231.0 80.05 5.0.05.50.05.7 35.0 2.20.05.9 7.8 0.056 0.5 0.4 1.3 1.0.05.40.05.10.05.03 0.05 0.5 1.0 1.0.05.8 1.5 0.05.140.050 40.058008 308840.05
;
;------- bikes -------------------------------------
; name       mass     boy  drag centreofmass  		transmission		 	brakes         steer	wheel-traction       	    	suspension									damage   			seat val     	mflags      hflags			anim
; A          B       C     D    E   F    G    		Tt   Tf   Tg 	  Ti  Tv	Tb    Thb  Ts  Tbb  	Wc+  Wc-   Ws+  Wc- Wbias		Sf     Srd  Su  Scd  Sl      Sb  Sr 		Dw  Dd  De  Dc	Ms   Mv			Mmf 		Mhf	 			Ma
;
BOBBER 315.0 2.0 85 0.05 0.053 -0.14-0.053 0.05 6 0.32 1.0 155.0.05.45 0.65 0.6 35.0 1.59 1.3112.0.05.06 0.48 5.0 2.0 2.0.05.10 -0.10.05.03 0.05 0.5 0.5 0.6 0.8 1.5 0.05 20.050.050440.050.050.050.051 0
FAGGIO 90.05 30.05 85 0.05 -0.05 -0.1-0.053 0.05 1 0.2 1.0 80.05 0.45 0.7 0.6 33.0 1.621.2212.7 0.056 0.48 7.0 3.0 3.0.05.15-0.10.05.03 0.05 0.5 0.5 0.6 0.8 1.5 0.05 70.05 00440.050.050.050.051 0
HELLFURY 320.05 2.0 85 0.05 -0.05 -0.14-0.053 0.05 6 0.32 1.0 165.0.05.4 0.5 0.6 32.0 1.531.2112.0.05.06 0.47 5.0 1.9 1.9 0.17-0.10.05.03 0.05 0.5 0.5 0.6 0.8 1.5 0.05 250.05 00440.050.050.050.051 0
NRG900 200.05 1.5 85 0.05 0.052 -0.18-0.053 0.05 6 0.401.0 240.05 0.53 0.75 0.65 32.0 1.82 1.45 12.2 0.056 0.49 8.0 2.9 2.9 0.10 -0.10.05.03 0.05 0.55 0.5 0.6 0.8 1.5 0.05 250.05 00440.050.050.050.051 0
PCJ 180.05 1.5 85 0.05 0.052 -0.15-0.053 0.05 6 0.4 1.0 220.05 0.5 0.75 0.6 32.0 1.73 1.42 12.1 0.056 0.485 7.0 2.8 2.8 0.10 -0.10.05.03 0.05 0.5 0.5 0.6 0.8 1.5 0.05 20.050.050440.050.050.050.051 0
SANCHEZ 170.05 2.0 85 0.05 -0.05 -0.05-0.053 0.05 5 0.32 1.0 140.05 0.46 0.7 0.62 35.0 1.59 1.34 16.0.05.06 0.475 6.0 2.2 2.5 0.18-0.13-0.053 0.05 0.5 0.5 0.6 0.8 1.5 0.05 120.05 00440.050.050.050.051 0
ZOMBIE 330.05 2.0 85 0.05 0.053 -0.14-0.053 0.05 6 0.32 1.0 160.05 0.46 0.7 0.6 35.0 1.59 1.3112.0.05.06 0.48 5.0 2.0 2.0.05.10 -0.10.05.03 0.05 0.5 0.5 0.6 0.8 1.5 0.05 250.05 00440.050.050.050.051 0
;							  	
;------- boats				  	
; name       mass    drag  boy  centreofmass  		transmission		 	brakes         steer	wheel-traction       	    	suspension									damage   			seat val     	mflags      hflags			anim
; A          B       C     D    E   F    G    		Tt   Tg Tf	  Ti  Tv	Tb   Tbb  Thb  Ts    	Wc+  Wc-  Wc-  Ws+  Wbias		Sf   Scd  Srd  Su    Sl   Sr   Sb   		Dc  Dw  Dd  De		Ms   Mv			Mmf 		Mhf	 			Ma
;
DINGHY 20.05.0 1.0 50.05.0 -0.4 -0.3-0.053 0.05 1 0.231.5 60.05 0.4 0.60.05.7 35.0 2.20 1.4 5.9 0.056 0.52 1.0 3.0.05.0.05.10.05.1 0.05 0.05 0.5 1.0.05.8 1.5 0.05 40.050 80.05800.05 0
JETMAX 50.05.0 1.0 45 0.05 -0.4 -0.3-0.053 0.05 1 0.231.5 75.0.05.4 0.60.05.7 35.0 2.20 1.4 5.9 0.056 0.52 1.0 3.0.05.0.05.10.05.1 0.05 0.05 0.5 1.0.05.8 1.5 0.05 40.050 80.05800.05 0
MARQUIS 12200.05 1.0 50.05.0 -0.4 -0.3 1.0 1 0.232.5 30.05 0.4 0.60.05.7 35.0 2.20 1.4 7.8 0.056 0.52 1.0 3.0.05.0.05.10.05.1 0.05 0.05 0.5 1.0.05.8 1.5 0.05 40.050 80.05800.05 0
PREDATOR 30.05.0 1.0 50.05.0 -0.4 -0.3-0.053 0.05 1 0.231.5 70.05 0.4 0.60.05.7 35.0 2.20 1.4 5.9 0.056 0.52 1.0 3.0.05.0.05.10.05.1 0.05 0.05 0.5 1.0.05.8 1.5 0.05 40.050 80.05800.05 0
REEFER 8200.05 1.0 50.05.0 -0.4 -0.3 1.0 1 0.232.5 40.05 0.4 0.60.05.7 35.0 2.20 1.4 7.8 0.056 0.52 1.0 3.0.05.0.05.10.05.1 0.05 0.05 0.5 1.0.05.8 1.5 0.05 40.050 80.05800.05 0
SQUALO 30.05.0 1.0 45 0.05 -0.4 -0.3-0.053 0.05 1 0.231.5 70.05 0.4 0.60.05.7 35.0 2.20 1.4 5.9 0.056 0.52 1.0 3.0.05.0.05.10.05.1 0.05 0.05 1.0 1.0 1.5 1.5 0.05 40.050 80.05800.05 0
TROPIC 50.05.0 1.0 45 0.05 -0.4 -0.3-0.053 0.05 1 0.231.5 75.0.05.4 0.60.05.7 35.0 2.20 1.4 5.9 0.056 0.52 1.0 3.0.05.0.05.10.05.1 0.05 0.05 0.5 1.0.05.8 1.5 0.05 40.050 80.05800.05 0
TUG			50.050.05  1.0   50 	0.05  0.05 -0.5     	1.0  1  3.00  4.0  40.05	0.4  0.60.05.7  35.0		2.30 15.0  8.0.05.10 1.00		1.0  3.0  0.05  0.10  0.1  0.05  0.05			0.5 1.0.05.8 1.5 	0.05  40.050		80.050.05		0			
;							  	
;------- planes --------------	---------------------
; name       mass     boy drag centreofmass  		transmission		 	brakes         steer	wheel-traction       	    	suspension									damage   			seat val     	mflags      hflags			anim
; A          B       C     D    E   F    G    		Tt   Tf	Tg   Ti  Tv	Tb     Thb  Ts Tbb   	Wc+  Wc-  Ws+ Wc-    Wbias		Sf    Srd  Su  Scd  Sl      Sb Sr  		  	Dw  Dd  De Dc		Ms   Mv			Mmf 		Mhf	 			Ma
;
ANNHIL 6500.05 1.0 75 0.05 -0.05 0.055 0.05 1 0.281.0 160.05 0.4 0.60.05.7 35.0 1.310.64 16.0.05.06 0.5 2.0 1.4 1.4 0.30.05.10.05.03 0.05 0.9 1.0.05.5 2.0 1.5 0.05 520.05 0.050.0500.050.050.050.05
MAVERICK 1100.05 3.0 75 0.05 0.2 0.055 0.05 1 0.32 1.0 160.05 0.4 0.60.05.7 35.0 1.27 0.64 15.0.05.06 0.5 3.0 1.5 1.5 0.50 -0.10.05.03 0.05 0.4 1.0.05.6 3.0 1.5 0.05 520.05 0.050.0500.050.050.050.05
POLMAV 1250.05 3.4 75 0.05 0.2 0.055 0.05 1 0.32 1.0 160.05 0.4 0.60.05.7 35.0 1.27 0.64 15.0.05.06 0.5 3.0 1.5 1.5 0.50 -0.10.05.03 0.05 0.4 1.0.05.7 3.0 1.5 0.05 520.05 0.050.0500.050.050.050.05
TOURMAV 1150.05 3.2 75 0.05 0.2 0.055 0.05 1 0.32 1.0 160.05 0.4 0.60.05.7 35.0 1.27 0.64 15.0.05.06 0.5 3.0 1.5 1.5 0.50 -0.10.05.03 0.05 0.4 1.0.05.7 3.0 1.5 0.05 520.05 0.050.0500.050.050.050.05
ANDROM 50.050.05 10.05 75 0.05 -0.05 -0.05-0.053 0.05 1 0.231.0 160.05 0.4 0.60.05.7 35.0.05.70.05.65 7.8 0.056 0.5 0.4 0.2 0.2 0.50 -0.20.05.03 0.05 0.5 0.5 0.5 0.8 1.5 0.05 520.05 200.0500 40.0500.05
DODO 50.05.0 10.05 75 0.05 0.2 -0.05-0.053 0.05 1 0.281.0 160.05 0.4 0.60.05.7 35.0.05.70.05.64 7.8 0.056 0.5 0.5 0.180.2 0.50 -0.055-0.053 0.05 0.5 0.5 0.5 0.8 1.5 0.05 450.05 40.050.05 40.0500 13
FIGHTER 50.05.0 10.05 75 0.05 -0.05 -0.05-0.053 0.05 1 0.281.0 160.05 0.4 0.60.05.7 25.0.05.70.05.64 7.8 0.056 0.5 0.5 0.2 0.2 0.50 -0.055-0.053 0.05 0.5 0.5 0.5 0.8 1.5 0.05 450.05 40.050.05 40.0500.05
;							  	
;
;
;
;
;
;
; For Boats: (some car handling variables are used for alternate functions in boats)
;
; (J) Bank Force Mult	(K) Rudder Turn Force	(L) Speed Steer Falloff
; (R) Vertical Wave Hit Limit	(S) Forward Wave Hit Brake	(V) WaterResistance Volume Mult	(W)	Water Damping Mult
; (AB) Handbrake Drag Mult		(AC) Sideslip Force
;
; '%' identifies this line as boat data for reading
;
;			BBoxFwd		BBoxSide		SampleBottom		AqPlaneWfMult			AqPlaneWfApp			RudderOSet			MoveResXY	MoveResZDown		TurnResY	Look_L_R_BehindCamHeight
;	ID			BBoxBack	SampleTop			AqPlaneForce		AqPlaneWfCap			RudderF				WaveAudioMult		MoveResZUp		TurnResX	TurnResZ	
;
%	DINGHY		0.8 	0.8 	0.7 	0.2		0.1		1.22	0.4		3.5		0.0502		0.5		0.05		4.0		0.051	0.50  	0.10 		0.054	0.30.05.04	4.0
%	JETMAX		0.8 	0.8 	0.7 	0.2		0.2		2.20 	0.4		3.5		0.0502		0.5		0.05		4.0		0.0508	0.50  	0.10 		0.055	0.50.05.04	4.0
%	MARQUIS     	0.8 	0.8 	0.7 	0.3		0.1		0.052 	1.0		2.5		0.0501		8.0		0.05		4.0		0.051	0.50 	0.10		0.055	0.30.05.05	4.0
%	PREDATOR	0.8 	0.8 	0.7 	0.2		0.1		1.90 	0.4		3.5		0.0502		0.5		0.05		4.0		0.0507	0.50  	0.10 		0.054	0.30.05.04	4.0
%	REEFER      	0.8 	0.8 	0.7 	0.3		0.05		0.30 	0.6		2.0		0.0501		6.0		0.05		4.0		0.05065	0.50 	0.10		0.055	0.30.05.05	4.0
%	SQUALO		0.8 	0.8 	0.7 	0.2		0.2		1.80 	0.4		3.5		0.0502		0.5	   	-0.3		4.0		0.0508	0.50  	0.10 		0.055	0.40.05.05	4.0
%	TROPIC		0.8 	0.8 	0.7 	0.2		0.2		2.20 	0.4		3.5		0.0502		0.5		0.05		4.0		0.0508	0.50  	0.10 		0.055	0.50.05.04	4.0
%	TUG         	0.8 	0.9 	0.85 	0.3		0.05		0.052 	2.0		1.0		0.0502		8.0		0.05		4.0		0.051	0.50 	0.10		0.055	0.30.05.05	4.0
;
;
;
;
;
;
;
; '!' identifies this line as bike data for reading
;	A			B		C		D		E		F		G		H		I		J		K		L		M		N		O		P
;
;			LeanBakCOM	LeanFwdCOM	MaxLean		DesLean		WheelieAng	WheelieSteer	BrakeStabil	StoppieStabMult
;	ID			LeanBackForce	LeanFwdForce	StickLean	FullAnimLean	StoppieAng	InAirSteer	WheelieStabMult
;
!	BOBBER		0.18	 2.0	 0.25	 3.5	30.05	38.0.05.30.05.20	-0.5	-2.5	35.0	-40.05	-10.05	10.05	5.0
!	FAGGIO		0.30	 4.5	 0.35	 5.0	30.05	38.0.05.30.05.40	-0.5	-2.5	35.0	-40.05	-10.05	10.05	5.0
!	HELLFURY	0.18	 2.0	 0.20	 3.0	30.05	38.0.05.30.05.20	-0.5	-2.0	35.0	-40.05	-10.05	10.05	5.0
!	NRG900		0.3 	 5.0 	 0.3	 5.0 	40.05	38.0.05.38	0.30	-1.0	-2.5	40.05	-40.05	-10.05	10.05	5.0
!	PCJ			0.3 	 5.0 	 0.35	 5.0 	40.05	38.0.05.35	0.30	-1.0	-2.5	40.05	-40.05	-10.05	10.05	5.0
!	SANCHEZ		0.35	 5.0 	 0.35	 5.0 	45.0	38.0.05.32	0.43	-0.5	-2.5	35.0	-40.05	-10.05	10.05	5.0
!	ZOMBIE		0.18	 2.0	 0.20	 3.0	30.05	38.0.05.30.05.20	-0.5	-2.5	35.0	-40.05	-10.05	10.05	5.0
;
;
;
;
;
;
;
; '$' identifies this line as flying handling data when loading
;
;	A			B		C		D		E			F		G		H		I		J		K		L		M	 	N	  O		P		Q		R		S			T		U		V		W
;
;	id					ThrustFallOff	 Yaw				 SideSlip		RollStab		PitchStab		AttackLift	 GearDownL				TurnRes.x		TurnRes.z			SpeedRes.y
;				Thrust			ThrustVec		 	YawStab			Roll			Pitch			FormLift		GearUpR	  WindMult	MoveRes			TurnRes.y			SpeedRes.x		SpeedRes.z
;
$	ANNHIL		0.60.05.03	0.8		-1.10		0.0501	 0.0505	1.40	 0.0510	1.50.05.0.058 	0.6		2.0		0.2	 1.0  0.05		0.051	0.55	0.55	0.7			0.5		0.5		0.7
$	MAVERICK	0.50.05.03	0.4		-0.90		0.05007	 0.0504	1.30	 0.0510	1.40.05.001 	0.6		2.0		0.2	 1.0  0.05		0.055	0.8		0.7		0.8			0.5		0.5		0.7
$	POLMAV		0.50.05.03	0.4		-0.90		0.0501	 0.0506	1.30	 0.0510	1.40.05.001 	0.6		2.0		0.2	 1.0  0.05		0.055	0.6		0.6		0.7			0.5		0.5		0.7
$	TOURMAV		0.50.05.03	0.4		-0.90		0.0501	 0.0506	1.30	 0.0510	1.40.05.001 	0.6		2.0		0.2	 1.0  0.05		0.055	0.6		0.6		0.7			0.5		0.5		0.7
$	ANDROM		0.5		2.0		0.05		-0.0503  	0.0502	 0.10.05.03	-0.0502	0.0503	0.050.05	0.1		0.1 	1.0	 1.0  0.05		0.051	0.5		0.5		0.5			0.5		0.5  	0.5
$	DODO		0.5		0.40.05.0		-0.050015	0.0502	 0.10.05.003	-0.0502	0.05003	0.050.05	0.0520.05.15	1.0	 1.0  0.05		1.0		0.998	0.998	0.995		20.05	50.05  	20.05
#$	FIGHTER		0.5		2.0		0.05		-0.0503  	0.0502	 0.10.05.03	-0.0502	0.0503	0.050.05	0.05		0.1 	1.0	 1.0  0.05		0.051	0.5		0.5		0.5			0.5		0.5  	0.5
;
;
;
;
;
;
;
; '^' identifies this line as vehicle anim group data for reading
;	A - group id (realistic driving n flying) 
;	B - group folder for entering (will use anim from this folder if it exists)
;	C - base group folder for entering (will use anim from this folder as default)
;	D - group folder for jacking (will use anim from this folder if it exists)
;	E - base group folder for jacking (will use anim from this folder as default)
;	F - group folder for driving (will use anim from this folder if it existss)
;	G - base group folder for driving (will use anim from this folder as default)
;	H-L - times to start/stop z blend
;	M-U - times to start/stop opening door
;     V - special flags 
;     1=dont close door after getting out, 
;     2=don't close door after getting in,
;     4=use kart drive anims
;     8=use truck drive anims
;     16=use hover drive anims
;     32=run special locked door
;     64=don't open door when getting in
;	A		B			C			D			E			F			G			H		I		J		K				L		M			O		P		Q			R			S			T			U			V						
;
;	ID		Enter1					Jack1					Drive1							JumpOutTime		JkdOutTime		FallTime			OpenOutStop		CloseInStop				OpenInStop				CloseOutStop
;						Enter2					Jack2					Drive2		GetInTime		GetOutTime						OpenOutStart		CloseInStart		OpenInStart				CloseOutStart		SpecialFlag
^	0		std			std			std			std			std			std			0.5		0.05		-0.5	-0.3			0.3		0.41		0.8		0.3		0.45		0.056		0.43		0.20		0.43		0
^	1		low			std			low			std			low			std			0.5		0.05		-0.5	-0.3			0.3		0.41		0.8		0.3		0.45		0.056		0.43		0.20		0.43		0
^	2		truck		std			truck		std			truck		std			0.5		0.05		-0.5	-0.3			0.3		0.41		0.8		0.3		0.45		0.053		0.23		0.20		0.43		40
^	3		bikestd		bikestd		bikestd		bikestd		bikestd		bikestd		0.5		0.05		-0.5	-0.3			0.3		0.05			0.05		0.05		0.05			0.05			0.05			0.05			0.05			0
^	4		bikespt		bikestd		bikespt		bikestd		bikespt		bikestd		0.5		0.05		-0.5	-0.3			0.3		0.05			0.05		0.05		0.05			0.05			0.05			0.05			0.05			0
^	5		bikevsp		bikestd		bikevsp		bikestd		bikevsp		bikestd		0.5		0.05		-0.5	-0.3			0.3		0.05			0.05		0.05		0.05			0.05			0.05			0.05			0.05			0
^	6		bikehrl		bikestd		bikehrl		bikestd		bikehrl		bikestd		0.5		0.05		-0.5	-0.3			0.3		0.05			0.05		0.05		0.05			0.05			0.05			0.05			0.05			0
^	7		bikedrt		bikestd		bikedrt		bikestd		bikedrt		bikestd		0.5		0.05		-0.5	-0.3			0.3		0.05			0.05		0.05		0.05			0.05			0.05			0.05			0.05			0
^	8		bikewyf		bikestd		bikewyf		bikestd		bikewyf		bikestd		0.5		0.05		-0.5	-0.3			0.3		0.05			0.05		0.05		0.05			0.05			0.05			0.05			0.05			0
^	9		bikebmx		bikestd		bikebmx		bikestd		bikebmx		bikestd		0.5		0.05		-0.5	-0.3			0.3		0.05			0.05		0.05		0.05			0.05			0.05			0.05			0.05			0
^	10		bikemtb		bikestd		bikemtb		bikestd		bikemtb		bikestd		0.5		0.05		-0.5	-0.3			0.3		0.05			0.05		0.05		0.05			0.05			0.05			0.05			0.05			0
^	11		bikechp		bikestd		bikechp		bikestd		bikechp		bikestd		0.5		0.05		-0.5	-0.3			0.3		0.05			0.05		0.05		0.05			0.05			0.05			0.05			0.05			0
^	12		bikequd		bikestd		bikequd		bikestd		bikequd		bikestd		0.5		0.05		-0.5	-0.3			0.3		0.05			0.05		0.05		0.05			0.05			0.05			0.05			0.05			0
^	13		van			std			van			std			van			std			0.5		0.05		-0.5	-0.3			0.3		0.41		0.8		0.3		0.45		0.056		0.43		0.20		0.43		0
^	14		rustler		std			rustler		std			rustler		std			0.5		0.05		-0.5	-0.3			0.3		0.41		0.8		0.3		0.45		0.056		0.43		0.1			0.23		1
^	15		coach		std			coach		std			coach		std			0.5		0.05		-0.5	-0.3			0.3		0.41		0.8		0.3		0.45		0.056		0.43		0.20		0.43		2
^	16		bus			std			bus			std			bus			std			0.5		0.05		-0.5	-0.3			0.3		0.41		0.8		0.3		0.45		0.056		0.43		0.1			0.23		2
^	17		dozer		std			dozer		std			dozer		std			0.5		0.05		-0.5	-0.3			0.3		0.41		0.8		0.3		0.45		0.056		0.43		0.1			0.23		8
^	18		kart		std			kart		std			kart		std			0.5		0.05		-0.5	-0.3			0.3		0.41		0.8		0.3		0.45		0.056		0.43		0.1			0.23		4
^	19		convrt		std			convrt		std			convrt		std			0.5		0.05		-0.5	-0.3			0.3		0.41		0.8		0.3		0.45		0.056		0.43		0.1			0.43		0
^	20		mtruck		std			mtruck		std			mtruck		std			11.5	0.05		-0.8	-0.3			0.3		0.41		0.8		0.3		0.45		0.053		0.23		0.1			0.23		41
^	21		train		std			train		std			train		std			0.5		0.05		-0.5	-0.3			0.3		0.41		0.8		0.3		0.45		0.056		0.43		0.1			0.23		66
^	22		tall		std			tall		std			tall		std			-0.3-0.053 0.05 	-0.5	-0.3			0.3		0.41		0.8		0.3		0.45		0.056		0.43		0.20		0.43		0
^	23		vortex		std			vortex		std			vortex		std			0.5 	0.05		-0.5	-0.3			0.3		0.41		0.8		0.3		0.45		0.056		0.43		0.1			0.23		4
